Model,Date,Forecast_CY,Forecast_NCY,State,Country,Forecast,cumForecast
OUTLANDER 1000,2021-09-13,14,3,NV,US,17,1998
OUTLANDER 850,2021-09-13,2,10,NV,US,12,1990
OUTLANDER 450,2021-09-13,6,5,NV,US,11,2147
OUTLANDER 1000,2021-09-20,9,0,NV,US,9,2007
OUTLANDER 850,2021-09-20,14,5,NV,US,19,2009
OUTLANDER 450,2021-09-20,15,11,NV,US,26,2173
OUTLANDER 1000,2021-09-27,10,9,NV,US,19,2026
OUTLANDER 850,2021-09-27,7,9,NV,US,16,2025
OUTLANDER 450,2021-09-27,8,14,NV,US,22,2195
OUTLANDER 1000,2021-10-04,4,0,NV,US,4,2030
OUTLANDER 850,2021-10-04,2,14,NV,US,16,2041
OUTLANDER 450,2021-10-04,3,14,NV,US,17,2212
OUTLANDER 1000,2021-10-11,9,14,NV,US,23,2053
OUTLANDER 850,2021-10-11,4,0,NV,US,4,2045
OUTLANDER 450,2021-10-11,6,9,NV,US,15,2227
OUTLANDER 1000,2021-10-18,15,2,NV,US,17,2070
OUTLANDER 850,2021-10-18,5,2,NV,US,7,2052
OUTLANDER 450,2021-10-18,10,13,NV,US,23,2250
OUTLANDER 1000,2021-10-25,8,7,NV,US,15,2085
OUTLANDER 850,2021-10-25,3,3,NV,US,6,2058
OUTLANDER 450,2021-10-25,13,2,NV,US,15,2265
OUTLANDER 1000,2021-11-01,7,15,NV,US,22,2107
OUTLANDER 850,2021-11-01,10,12,NV,US,22,2080
OUTLANDER 450,2021-11-01,1,6,NV,US,7,2272
OUTLANDER 1000,2021-11-08,4,8,NV,US,12,2119
OUTLANDER 850,2021-11-08,3,13,NV,US,16,2096
OUTLANDER 450,2021-11-08,12,10,NV,US,22,2294
OUTLANDER 1000,2021-11-15,9,2,NV,US,11,2130
OUTLANDER 850,2021-11-15,8,11,NV,US,19,2115
OUTLANDER 450,2021-11-15,12,5,NV,US,17,2311
OUTLANDER 1000,2021-11-22,12,15,NV,US,27,2157
OUTLANDER 850,2021-11-22,2,13,NV,US,15,2130
OUTLANDER 450,2021-11-22,4,13,NV,US,17,2328
OUTLANDER 1000,2021-11-29,8,9,NV,US,17,2174
OUTLANDER 850,2021-11-29,14,13,NV,US,27,2157
OUTLANDER 450,2021-11-29,6,15,NV,US,21,2349
OUTLANDER 1000,2021-12-06,2,5,NV,US,7,2181
OUTLANDER 850,2021-12-06,4,2,NV,US,6,2163
OUTLANDER 450,2021-12-06,6,9,NV,US,15,2364
OUTLANDER 1000,2021-12-13,1,6,NV,US,7,2188
OUTLANDER 850,2021-12-13,12,1,NV,US,13,2176
OUTLANDER 450,2021-12-13,12,2,NV,US,14,2378
OUTLANDER 1000,2021-12-20,13,8,NV,US,21,2209
OUTLANDER 850,2021-12-20,8,14,NV,US,22,2198
OUTLANDER 450,2021-12-20,6,10,NV,US,16,2394
OUTLANDER 1000,2021-12-27,2,9,NV,US,11,2220
OUTLANDER 850,2021-12-27,7,4,NV,US,11,2209
OUTLANDER 450,2021-12-27,14,7,NV,US,21,2415
OUTLANDER 1000,2019-01-07,7,11,NH,US,18,18
OUTLANDER 850,2019-01-07,8,14,NH,US,22,22
OUTLANDER 450,2019-01-07,4,11,NH,US,15,15
OUTLANDER 1000,2019-01-14,4,6,NH,US,10,28
OUTLANDER 850,2019-01-14,0,15,NH,US,15,37
OUTLANDER 450,2019-01-14,0,3,NH,US,3,18
OUTLANDER 1000,2019-01-21,11,2,NH,US,13,41
OUTLANDER 850,2019-01-21,12,7,NH,US,19,56
OUTLANDER 450,2019-01-21,10,5,NH,US,15,33
OUTLANDER 1000,2019-01-28,8,6,NH,US,14,55
OUTLANDER 850,2019-01-28,11,6,NH,US,17,73
OUTLANDER 450,2019-01-28,5,7,NH,US,12,45
OUTLANDER 1000,2019-02-04,10,5,NH,US,15,70
OUTLANDER 850,2019-02-04,4,9,NH,US,13,86
OUTLANDER 450,2019-02-04,11,9,NH,US,20,65
OUTLANDER 1000,2019-02-11,7,0,NH,US,7,77
OUTLANDER 850,2019-02-11,10,4,NH,US,14,100
OUTLANDER 450,2019-02-11,2,2,NH,US,4,69
OUTLANDER 1000,2019-02-18,4,3,NH,US,7,84
OUTLANDER 850,2019-02-18,11,7,NH,US,18,118
OUTLANDER 450,2019-02-18,11,8,NH,US,19,88
OUTLANDER 1000,2019-02-25,11,8,NH,US,19,103
OUTLANDER 850,2019-02-25,5,2,NH,US,7,125
OUTLANDER 450,2019-02-25,5,10,NH,US,15,103
OUTLANDER 1000,2019-03-04,12,13,NH,US,25,128
OUTLANDER 850,2019-03-04,2,2,NH,US,4,129
OUTLANDER 450,2019-03-04,1,15,NH,US,16,119
OUTLANDER 1000,2019-03-11,5,5,NH,US,10,138
OUTLANDER 850,2019-03-11,5,9,NH,US,14,143
OUTLANDER 450,2019-03-11,8,0,NH,US,8,127
OUTLANDER 1000,2019-03-18,9,4,NH,US,13,151
OUTLANDER 850,2019-03-18,12,8,NH,US,20,163
OUTLANDER 450,2019-03-18,3,4,NH,US,7,134
OUTLANDER 1000,2019-03-25,1,7,NH,US,8,159
OUTLANDER 850,2019-03-25,13,5,NH,US,18,181
OUTLANDER 450,2019-03-25,11,11,NH,US,22,156
OUTLANDER 1000,2019-04-01,8,4,NH,US,12,171
OUTLANDER 850,2019-04-01,12,4,NH,US,16,197
OUTLANDER 450,2019-04-01,6,14,NH,US,20,176
OUTLANDER 1000,2019-04-08,12,13,NH,US,25,196
OUTLANDER 850,2019-04-08,4,3,NH,US,7,204
OUTLANDER 450,2019-04-08,3,11,NH,US,14,190
OUTLANDER 1000,2019-04-15,11,11,NH,US,22,218
OUTLANDER 850,2019-04-15,6,12,NH,US,18,222
OUTLANDER 450,2019-04-15,2,12,NH,US,14,204
OUTLANDER 1000,2019-04-22,8,3,NH,US,11,229
OUTLANDER 850,2019-04-22,0,0,NH,US,0,222
OUTLANDER 450,2019-04-22,13,2,NH,US,15,219
OUTLANDER 1000,2019-04-29,9,12,NH,US,21,250
OUTLANDER 850,2019-04-29,13,7,NH,US,20,242
OUTLANDER 450,2019-04-29,9,7,NH,US,16,235
OUTLANDER 1000,2019-05-06,12,8,NH,US,20,270
OUTLANDER 850,2019-05-06,8,2,NH,US,10,252
OUTLANDER 450,2019-05-06,11,13,NH,US,24,259
OUTLANDER 1000,2019-05-13,2,5,NH,US,7,277
OUTLANDER 850,2019-05-13,14,11,NH,US,25,277
OUTLANDER 450,2019-05-13,0,5,NH,US,5,264
OUTLANDER 1000,2019-05-20,1,8,NH,US,9,286
OUTLANDER 850,2019-05-20,9,1,NH,US,10,287
OUTLANDER 450,2019-05-20,13,5,NH,US,18,282
OUTLANDER 1000,2019-05-27,4,13,NH,US,17,303
OUTLANDER 850,2019-05-27,13,10,NH,US,23,310
OUTLANDER 450,2019-05-27,1,1,NH,US,2,284
OUTLANDER 1000,2019-06-03,1,2,NH,US,3,306
OUTLANDER 850,2019-06-03,2,10,NH,US,12,322
OUTLANDER 450,2019-06-03,6,7,NH,US,13,297
OUTLANDER 1000,2019-06-10,0,14,NH,US,14,320
OUTLANDER 850,2019-06-10,10,7,NH,US,17,339
OUTLANDER 450,2019-06-10,11,4,NH,US,15,312
OUTLANDER 1000,2019-06-17,13,4,NH,US,17,337
OUTLANDER 850,2019-06-17,12,9,NH,US,21,360
OUTLANDER 450,2019-06-17,10,14,NH,US,24,336
OUTLANDER 1000,2019-06-24,5,14,NH,US,19,356
OUTLANDER 850,2019-06-24,13,11,NH,US,24,384
OUTLANDER 450,2019-06-24,12,4,NH,US,16,352
OUTLANDER 1000,2019-07-01,10,6,NH,US,16,372
OUTLANDER 850,2019-07-01,8,7,NH,US,15,399
OUTLANDER 450,2019-07-01,2,3,NH,US,5,357
OUTLANDER 1000,2019-07-08,4,1,NH,US,5,377
OUTLANDER 850,2019-07-08,1,13,NH,US,14,413
OUTLANDER 450,2019-07-08,15,15,NH,US,30,387
OUTLANDER 1000,2019-07-15,14,8,NH,US,22,399
OUTLANDER 850,2019-07-15,13,2,NH,US,15,428
OUTLANDER 450,2019-07-15,2,6,NH,US,8,395
OUTLANDER 1000,2019-07-22,8,11,NH,US,19,418
OUTLANDER 850,2019-07-22,1,11,NH,US,12,440
OUTLANDER 450,2019-07-22,7,10,NH,US,17,412
OUTLANDER 1000,2019-07-29,10,14,NH,US,24,442
OUTLANDER 850,2019-07-29,12,12,NH,US,24,464
OUTLANDER 450,2019-07-29,0,10,NH,US,10,422
OUTLANDER 1000,2019-08-05,12,13,NH,US,25,467
OUTLANDER 850,2019-08-05,4,8,NH,US,12,476
OUTLANDER 450,2019-08-05,3,4,NH,US,7,429
OUTLANDER 1000,2019-08-12,11,11,NH,US,22,489
OUTLANDER 850,2019-08-12,15,10,NH,US,25,501
OUTLANDER 450,2019-08-12,15,10,NH,US,25,454
OUTLANDER 1000,2019-08-19,6,11,NH,US,17,506
OUTLANDER 850,2019-08-19,14,5,NH,US,19,520
OUTLANDER 450,2019-08-19,7,13,NH,US,20,474
OUTLANDER 1000,2019-08-26,3,12,NH,US,15,521
OUTLANDER 850,2019-08-26,14,9,NH,US,23,543
OUTLANDER 450,2019-08-26,4,3,NH,US,7,481
OUTLANDER 1000,2019-09-02,9,8,NH,US,17,538
OUTLANDER 850,2019-09-02,15,3,NH,US,18,561
OUTLANDER 450,2019-09-02,5,9,NH,US,14,495
OUTLANDER 1000,2019-09-09,11,13,NH,US,24,562
OUTLANDER 850,2019-09-09,13,1,NH,US,14,575
OUTLANDER 450,2019-09-09,5,5,NH,US,10,505
OUTLANDER 1000,2019-09-16,5,14,NH,US,19,581
OUTLANDER 850,2019-09-16,0,13,NH,US,13,588
OUTLANDER 450,2019-09-16,4,4,NH,US,8,513
OUTLANDER 1000,2019-09-23,4,9,NH,US,13,594
OUTLANDER 850,2019-09-23,2,7,NH,US,9,597
OUTLANDER 450,2019-09-23,7,13,NH,US,20,533
OUTLANDER 1000,2019-09-30,13,12,NH,US,25,619
OUTLANDER 850,2019-09-30,8,1,NH,US,9,606
OUTLANDER 450,2019-09-30,9,10,NH,US,19,552
OUTLANDER 1000,2019-10-07,13,14,NH,US,27,646
OUTLANDER 850,2019-10-07,7,12,NH,US,19,625
OUTLANDER 450,2019-10-07,8,7,NH,US,15,567
OUTLANDER 1000,2019-10-14,10,13,NH,US,23,669
OUTLANDER 850,2019-10-14,11,13,NH,US,24,649
OUTLANDER 450,2019-10-14,3,12,NH,US,15,582
OUTLANDER 1000,2019-10-21,11,12,NH,US,23,692
OUTLANDER 850,2019-10-21,2,1,NH,US,3,652
OUTLANDER 450,2019-10-21,14,3,NH,US,17,599
OUTLANDER 1000,2019-10-28,9,1,NH,US,10,702
OUTLANDER 850,2019-10-28,7,12,NH,US,19,671
OUTLANDER 450,2019-10-28,2,10,NH,US,12,611
OUTLANDER 1000,2019-11-04,14,1,NH,US,15,717
OUTLANDER 850,2019-11-04,7,0,NH,US,7,678
OUTLANDER 450,2019-11-04,6,2,NH,US,8,619
OUTLANDER 1000,2019-11-11,8,12,NH,US,20,737
OUTLANDER 850,2019-11-11,3,13,NH,US,16,694
OUTLANDER 450,2019-11-11,10,8,NH,US,18,637
OUTLANDER 1000,2019-11-18,12,14,NH,US,26,763
OUTLANDER 850,2019-11-18,8,6,NH,US,14,708
OUTLANDER 450,2019-11-18,9,2,NH,US,11,648
OUTLANDER 1000,2019-11-25,2,12,NH,US,14,777
OUTLANDER 850,2019-11-25,11,10,NH,US,21,729
OUTLANDER 450,2019-11-25,6,14,NH,US,20,668
OUTLANDER 1000,2019-12-02,11,5,NH,US,16,793
OUTLANDER 850,2019-12-02,11,0,NH,US,11,740
OUTLANDER 450,2019-12-02,1,7,NH,US,8,676
OUTLANDER 1000,2019-12-09,13,13,NH,US,26,819
OUTLANDER 850,2019-12-09,13,10,NH,US,23,763
OUTLANDER 450,2019-12-09,8,2,NH,US,10,686
OUTLANDER 1000,2019-12-16,1,14,NH,US,15,834
OUTLANDER 850,2019-12-16,15,5,NH,US,20,783
OUTLANDER 450,2019-12-16,6,10,NH,US,16,702
OUTLANDER 1000,2019-12-23,14,9,NH,US,23,857
OUTLANDER 850,2019-12-23,11,8,NH,US,19,802
OUTLANDER 450,2019-12-23,6,1,NH,US,7,709
OUTLANDER 1000,2019-12-30,4,9,NH,US,13,870
OUTLANDER 850,2019-12-30,12,10,NH,US,22,824
OUTLANDER 450,2019-12-30,6,4,NH,US,10,719
OUTLANDER 1000,2020-01-06,14,2,NH,US,16,886
OUTLANDER 850,2020-01-06,7,5,NH,US,12,836
OUTLANDER 450,2020-01-06,2,7,NH,US,9,728
OUTLANDER 1000,2020-01-13,12,7,NH,US,19,905
OUTLANDER 850,2020-01-13,10,12,NH,US,22,858
OUTLANDER 450,2020-01-13,10,6,NH,US,16,744
OUTLANDER 1000,2020-01-20,4,5,NH,US,9,914
OUTLANDER 850,2020-01-20,2,3,NH,US,5,863
OUTLANDER 450,2020-01-20,8,14,NH,US,22,766
OUTLANDER 1000,2020-01-27,7,15,NH,US,22,936
OUTLANDER 850,2020-01-27,8,11,NH,US,19,882
OUTLANDER 450,2020-01-27,8,6,NH,US,14,780
OUTLANDER 1000,2020-02-03,5,15,NH,US,20,956
OUTLANDER 850,2020-02-03,10,5,NH,US,15,897
OUTLANDER 450,2020-02-03,1,15,NH,US,16,796
OUTLANDER 1000,2020-02-10,5,9,NH,US,14,970
OUTLANDER 850,2020-02-10,12,8,NH,US,20,917
OUTLANDER 450,2020-02-10,1,5,NH,US,6,802
OUTLANDER 1000,2020-02-17,13,14,NH,US,27,997
OUTLANDER 850,2020-02-17,9,12,NH,US,21,938
OUTLANDER 450,2020-02-17,6,15,NH,US,21,823
OUTLANDER 1000,2020-02-24,7,1,NH,US,8,1005
OUTLANDER 850,2020-02-24,7,5,NH,US,12,950
OUTLANDER 450,2020-02-24,6,11,NH,US,17,840
OUTLANDER 1000,2020-03-02,6,7,NH,US,13,1018
OUTLANDER 850,2020-03-02,3,8,NH,US,11,961
OUTLANDER 450,2020-03-02,0,1,NH,US,1,841
OUTLANDER 1000,2020-03-09,1,8,NH,US,9,1027
OUTLANDER 850,2020-03-09,6,10,NH,US,16,977
OUTLANDER 450,2020-03-09,10,1,NH,US,11,852
OUTLANDER 1000,2020-03-16,8,13,NH,US,21,1048
OUTLANDER 850,2020-03-16,3,5,NH,US,8,985
OUTLANDER 450,2020-03-16,11,9,NH,US,20,872
OUTLANDER 1000,2020-03-23,11,12,NH,US,23,1071
OUTLANDER 850,2020-03-23,14,6,NH,US,20,1005
OUTLANDER 450,2020-03-23,2,8,NH,US,10,882
OUTLANDER 1000,2020-03-30,1,10,NH,US,11,1082
OUTLANDER 850,2020-03-30,13,13,NH,US,26,1031
OUTLANDER 450,2020-03-30,6,7,NH,US,13,895
OUTLANDER 1000,2020-04-06,4,6,NH,US,10,1092
OUTLANDER 850,2020-04-06,8,3,NH,US,11,1042
OUTLANDER 450,2020-04-06,7,1,NH,US,8,903
OUTLANDER 1000,2020-04-13,5,8,NH,US,13,1105
OUTLANDER 850,2020-04-13,12,7,NH,US,19,1061
OUTLANDER 450,2020-04-13,13,3,NH,US,16,919
OUTLANDER 1000,2020-04-20,11,15,NH,US,26,1131
OUTLANDER 850,2020-04-20,9,7,NH,US,16,1077
OUTLANDER 450,2020-04-20,9,5,NH,US,14,933
OUTLANDER 1000,2020-04-27,8,3,NH,US,11,1142
OUTLANDER 850,2020-04-27,13,13,NH,US,26,1103
OUTLANDER 450,2020-04-27,0,0,NH,US,0,933
OUTLANDER 1000,2020-05-04,2,5,NH,US,7,1149
OUTLANDER 850,2020-05-04,9,8,NH,US,17,1120
OUTLANDER 450,2020-05-04,6,3,NH,US,9,942
OUTLANDER 1000,2020-05-11,10,8,NH,US,18,1167
OUTLANDER 850,2020-05-11,10,1,NH,US,11,1131
OUTLANDER 450,2020-05-11,7,6,NH,US,13,955
OUTLANDER 1000,2020-05-18,0,5,NH,US,5,1172
OUTLANDER 850,2020-05-18,15,14,NH,US,29,1160
OUTLANDER 450,2020-05-18,9,7,NH,US,16,971
OUTLANDER 1000,2020-05-25,14,8,NH,US,22,1194
OUTLANDER 850,2020-05-25,5,9,NH,US,14,1174
OUTLANDER 450,2020-05-25,10,4,NH,US,14,985
OUTLANDER 1000,2020-06-01,10,0,NH,US,10,1204
OUTLANDER 850,2020-06-01,1,2,NH,US,3,1177
OUTLANDER 450,2020-06-01,5,13,NH,US,18,1003
OUTLANDER 1000,2020-06-08,5,7,NH,US,12,1216
OUTLANDER 850,2020-06-08,10,11,NH,US,21,1198
OUTLANDER 450,2020-06-08,9,2,NH,US,11,1014
OUTLANDER 1000,2020-06-15,6,5,NH,US,11,1227
OUTLANDER 850,2020-06-15,9,9,NH,US,18,1216
OUTLANDER 450,2020-06-15,8,4,NH,US,12,1026
OUTLANDER 1000,2020-06-22,5,5,NH,US,10,1237
OUTLANDER 850,2020-06-22,5,1,NH,US,6,1222
OUTLANDER 450,2020-06-22,12,11,NH,US,23,1049
OUTLANDER 1000,2020-06-29,8,6,NH,US,14,1251
OUTLANDER 850,2020-06-29,1,5,NH,US,6,1228
OUTLANDER 450,2020-06-29,10,7,NH,US,17,1066
OUTLANDER 1000,2020-07-06,14,2,NH,US,16,1267
OUTLANDER 850,2020-07-06,2,9,NH,US,11,1239
OUTLANDER 450,2020-07-06,6,13,NH,US,19,1085
OUTLANDER 1000,2020-07-13,11,5,NH,US,16,1283
OUTLANDER 850,2020-07-13,9,9,NH,US,18,1257
OUTLANDER 450,2020-07-13,6,14,NH,US,20,1105
OUTLANDER 1000,2020-07-20,2,6,NH,US,8,1291
OUTLANDER 850,2020-07-20,10,14,NH,US,24,1281
OUTLANDER 450,2020-07-20,2,5,NH,US,7,1112
OUTLANDER 1000,2020-07-27,12,6,NH,US,18,1309
OUTLANDER 850,2020-07-27,11,7,NH,US,18,1299
OUTLANDER 450,2020-07-27,8,8,NH,US,16,1128
OUTLANDER 1000,2020-08-03,12,9,NH,US,21,1330
OUTLANDER 850,2020-08-03,2,14,NH,US,16,1315
OUTLANDER 450,2020-08-03,5,11,NH,US,16,1144
OUTLANDER 1000,2020-08-10,12,1,NH,US,13,1343
OUTLANDER 850,2020-08-10,11,2,NH,US,13,1328
OUTLANDER 450,2020-08-10,6,7,NH,US,13,1157
OUTLANDER 1000,2020-08-17,0,4,NH,US,4,1347
OUTLANDER 850,2020-08-17,14,4,NH,US,18,1346
OUTLANDER 450,2020-08-17,3,4,NH,US,7,1164
OUTLANDER 1000,2020-08-24,12,10,NH,US,22,1369
OUTLANDER 850,2020-08-24,1,5,NH,US,6,1352
OUTLANDER 450,2020-08-24,4,2,NH,US,6,1170
OUTLANDER 1000,2020-08-31,5,13,NH,US,18,1387
OUTLANDER 850,2020-08-31,7,13,NH,US,20,1372
OUTLANDER 450,2020-08-31,6,7,NH,US,13,1183
OUTLANDER 1000,2020-09-07,11,3,NH,US,14,1401
OUTLANDER 850,2020-09-07,3,9,NH,US,12,1384
OUTLANDER 450,2020-09-07,1,5,NH,US,6,1189
OUTLANDER 1000,2020-09-14,12,6,NH,US,18,1419
OUTLANDER 850,2020-09-14,13,7,NH,US,20,1404
OUTLANDER 450,2020-09-14,11,15,NH,US,26,1215
OUTLANDER 1000,2020-09-21,11,3,NH,US,14,1433
OUTLANDER 850,2020-09-21,0,1,NH,US,1,1405
OUTLANDER 450,2020-09-21,7,7,NH,US,14,1229
OUTLANDER 1000,2020-09-28,10,7,NH,US,17,1450
OUTLANDER 850,2020-09-28,5,7,NH,US,12,1417
OUTLANDER 450,2020-09-28,10,3,NH,US,13,1242
OUTLANDER 1000,2020-10-05,0,12,NH,US,12,1462
OUTLANDER 850,2020-10-05,13,15,NH,US,28,1445
OUTLANDER 450,2020-10-05,12,6,NH,US,18,1260
OUTLANDER 1000,2020-10-12,11,8,NH,US,19,1481
OUTLANDER 850,2020-10-12,4,10,NH,US,14,1459
OUTLANDER 450,2020-10-12,4,11,NH,US,15,1275
OUTLANDER 1000,2020-10-19,7,1,NH,US,8,1489
OUTLANDER 850,2020-10-19,2,15,NH,US,17,1476
OUTLANDER 450,2020-10-19,7,1,NH,US,8,1283
OUTLANDER 1000,2020-10-26,12,1,NH,US,13,1502
OUTLANDER 850,2020-10-26,13,9,NH,US,22,1498
OUTLANDER 450,2020-10-26,6,10,NH,US,16,1299
OUTLANDER 1000,2020-11-02,2,12,NH,US,14,1516
OUTLANDER 850,2020-11-02,9,6,NH,US,15,1513
OUTLANDER 450,2020-11-02,3,4,NH,US,7,1306
OUTLANDER 1000,2020-11-09,4,11,NH,US,15,1531
OUTLANDER 850,2020-11-09,10,12,NH,US,22,1535
OUTLANDER 450,2020-11-09,12,6,NH,US,18,1324
OUTLANDER 1000,2020-11-16,1,8,NH,US,9,1540
OUTLANDER 850,2020-11-16,6,10,NH,US,16,1551
OUTLANDER 450,2020-11-16,5,13,NH,US,18,1342
OUTLANDER 1000,2020-11-23,11,5,NH,US,16,1556
OUTLANDER 850,2020-11-23,8,5,NH,US,13,1564
OUTLANDER 450,2020-11-23,14,1,NH,US,15,1357
OUTLANDER 1000,2020-11-30,10,13,NH,US,23,1579
OUTLANDER 850,2020-11-30,13,6,NH,US,19,1583
OUTLANDER 450,2020-11-30,5,1,NH,US,6,1363
OUTLANDER 1000,2020-12-07,10,9,NH,US,19,1598
OUTLANDER 850,2020-12-07,8,3,NH,US,11,1594
OUTLANDER 450,2020-12-07,12,9,NH,US,21,1384
OUTLANDER 1000,2020-12-14,5,3,NH,US,8,1606
OUTLANDER 850,2020-12-14,6,5,NH,US,11,1605
OUTLANDER 450,2020-12-14,9,4,NH,US,13,1397
OUTLANDER 1000,2020-12-21,1,4,NH,US,5,1611
OUTLANDER 850,2020-12-21,10,9,NH,US,19,1624
OUTLANDER 450,2020-12-21,13,15,NH,US,28,1425
OUTLANDER 1000,2020-12-28,2,9,NH,US,11,1622
OUTLANDER 850,2020-12-28,14,2,NH,US,16,1640
OUTLANDER 450,2020-12-28,12,1,NH,US,13,1438
OUTLANDER 1000,2021-01-04,11,0,NH,US,11,1633
OUTLANDER 850,2021-01-04,4,12,NH,US,16,1656
OUTLANDER 450,2021-01-04,5,10,NH,US,15,1453
OUTLANDER 1000,2021-01-11,5,2,NH,US,7,1640
OUTLANDER 850,2021-01-11,2,11,NH,US,13,1669
OUTLANDER 450,2021-01-11,1,4,NH,US,5,1458
OUTLANDER 1000,2021-01-18,3,13,NH,US,16,1656
OUTLANDER 850,2021-01-18,7,8,NH,US,15,1684
OUTLANDER 450,2021-01-18,4,12,NH,US,16,1474
OUTLANDER 1000,2021-01-25,13,9,NH,US,22,1678
OUTLANDER 850,2021-01-25,14,12,NH,US,26,1710
OUTLANDER 450,2021-01-25,8,6,NH,US,14,1488
OUTLANDER 1000,2021-02-01,2,7,NH,US,9,1687
OUTLANDER 850,2021-02-01,6,15,NH,US,21,1731
OUTLANDER 450,2021-02-01,14,7,NH,US,21,1509
OUTLANDER 1000,2021-02-08,1,6,NH,US,7,1694
OUTLANDER 850,2021-02-08,6,14,NH,US,20,1751
OUTLANDER 450,2021-02-08,3,13,NH,US,16,1525
OUTLANDER 1000,2021-02-15,15,8,NH,US,23,1717
OUTLANDER 850,2021-02-15,2,5,NH,US,7,1758
OUTLANDER 450,2021-02-15,7,14,NH,US,21,1546
OUTLANDER 1000,2021-02-22,1,10,NH,US,11,1728
OUTLANDER 850,2021-02-22,10,11,NH,US,21,1779
OUTLANDER 450,2021-02-22,13,0,NH,US,13,1559
OUTLANDER 1000,2021-03-01,14,15,NH,US,29,1757
OUTLANDER 850,2021-03-01,14,0,NH,US,14,1793
OUTLANDER 450,2021-03-01,12,5,NH,US,17,1576
OUTLANDER 1000,2021-03-08,11,6,NH,US,17,1774
OUTLANDER 850,2021-03-08,2,7,NH,US,9,1802
OUTLANDER 450,2021-03-08,13,8,NH,US,21,1597
OUTLANDER 1000,2021-03-15,6,8,NH,US,14,1788
OUTLANDER 850,2021-03-15,14,11,NH,US,25,1827
OUTLANDER 450,2021-03-15,12,5,NH,US,17,1614
OUTLANDER 1000,2021-03-22,7,0,NH,US,7,1795
OUTLANDER 850,2021-03-22,8,4,NH,US,12,1839
OUTLANDER 450,2021-03-22,5,8,NH,US,13,1627
OUTLANDER 1000,2021-03-29,14,9,NH,US,23,1818
OUTLANDER 850,2021-03-29,8,5,NH,US,13,1852
OUTLANDER 450,2021-03-29,10,1,NH,US,11,1638
OUTLANDER 1000,2021-04-05,12,6,NH,US,18,1836
OUTLANDER 850,2021-04-05,15,4,NH,US,19,1871
OUTLANDER 450,2021-04-05,9,14,NH,US,23,1661
OUTLANDER 1000,2021-04-12,12,11,NH,US,23,1859
OUTLANDER 850,2021-04-12,7,7,NH,US,14,1885
OUTLANDER 450,2021-04-12,9,2,NH,US,11,1672
OUTLANDER 1000,2021-04-19,13,14,NH,US,27,1886
OUTLANDER 850,2021-04-19,5,2,NH,US,7,1892
OUTLANDER 450,2021-04-19,4,0,NH,US,4,1676
OUTLANDER 1000,2021-04-26,9,5,NH,US,14,1900
OUTLANDER 850,2021-04-26,14,8,NH,US,22,1914
OUTLANDER 450,2021-04-26,12,7,NH,US,19,1695
OUTLANDER 1000,2021-05-03,10,5,NH,US,15,1915
OUTLANDER 850,2021-05-03,13,13,NH,US,26,1940
OUTLANDER 450,2021-05-03,1,1,NH,US,2,1697
OUTLANDER 1000,2021-05-10,1,2,NH,US,3,1918
OUTLANDER 850,2021-05-10,6,5,NH,US,11,1951
OUTLANDER 450,2021-05-10,11,5,NH,US,16,1713
OUTLANDER 1000,2021-05-17,14,4,NH,US,18,1936
OUTLANDER 850,2021-05-17,11,6,NH,US,17,1968
OUTLANDER 450,2021-05-17,7,3,NH,US,10,1723
OUTLANDER 1000,2021-05-24,1,13,NH,US,14,1950
OUTLANDER 850,2021-05-24,12,11,NH,US,23,1991
OUTLANDER 450,2021-05-24,1,9,NH,US,10,1733
OUTLANDER 1000,2021-05-31,13,7,NH,US,20,1970
OUTLANDER 850,2021-05-31,0,13,NH,US,13,2004
OUTLANDER 450,2021-05-31,10,13,NH,US,23,1756
OUTLANDER 1000,2021-06-07,11,1,NH,US,12,1982
OUTLANDER 850,2021-06-07,10,1,NH,US,11,2015
OUTLANDER 450,2021-06-07,2,12,NH,US,14,1770
OUTLANDER 1000,2021-06-14,5,11,NH,US,16,1998
OUTLANDER 850,2021-06-14,10,14,NH,US,24,2039
OUTLANDER 450,2021-06-14,13,4,NH,US,17,1787
OUTLANDER 1000,2021-06-21,12,11,NH,US,23,2021
OUTLANDER 850,2021-06-21,1,4,NH,US,5,2044
OUTLANDER 450,2021-06-21,2,15,NH,US,17,1804
OUTLANDER 1000,2021-06-28,11,14,NH,US,25,2046
OUTLANDER 850,2021-06-28,5,7,NH,US,12,2056
OUTLANDER 450,2021-06-28,10,14,NH,US,24,1828
OUTLANDER 1000,2021-07-05,8,4,NH,US,12,2058
OUTLANDER 850,2021-07-05,7,11,NH,US,18,2074
OUTLANDER 450,2021-07-05,4,10,NH,US,14,1842
OUTLANDER 1000,2021-07-12,13,5,NH,US,18,2076
OUTLANDER 850,2021-07-12,8,8,NH,US,16,2090
OUTLANDER 450,2021-07-12,15,5,NH,US,20,1862
OUTLANDER 1000,2021-07-19,13,3,NH,US,16,2092
OUTLANDER 850,2021-07-19,9,9,NH,US,18,2108
OUTLANDER 450,2021-07-19,9,12,NH,US,21,1883
OUTLANDER 1000,2021-07-26,7,10,NH,US,17,2109
OUTLANDER 850,2021-07-26,14,10,NH,US,24,2132
OUTLANDER 450,2021-07-26,14,2,NH,US,16,1899
OUTLANDER 1000,2021-08-02,9,13,NH,US,22,2131
